ID,caption,cluster
52965683776,a stone wall with a portrait of john f kennedy,111
52965683641,a large cathedral with a clock tower and a sky background,-1
52965223233,a black and white photo of a garden with a house in the background,83
52964903129,a tall building with a curved facade and sky,53
52964996350,a statue of a woman holding a book,-1
52964759574,a man with a blue shirt and a smile,-1
52965070553,a woman smiling at the camera while sitting at a table,-1
52964995990,a woman smiles while sitting at a table with a plate of food,-1
52964995585,a woman smiling while standing in front of a church,-1
52964995465,portrait of an elderly woman smiling,-1
52964612726,an older woman with white hair and a blue scarf,-1
52964758619,the city of Frankfurt is located in ,87
52965069743,japanese restaurant in Frankfurt by james watson for stocksy united,-1
52965024888,an abstract painting of a wall with brown paint,90
52964948945,the inside of a large building with a large mural,90
52964710504,a large painting of people in a church,88
52965019268,a large mural on the wall of a building,-1
52964707549,a painting depicting the nativity of jesus,-1
52963962937,a statue of a bird on top of a pedestal,-1
52965014213,a white horse head with a bridle on display,89
52964555831,a relief depicting a man and woman in a cave,88
52964938985,a helmet with a large metal head on display,89
52964467019,a view of a tall building with windows,56
52962824442,two tall buildings with blue glass windows and a sky,55
52962777971,a tree with white flowers and some trees,13
52963099033,a close up of some white flowers,57
52962702564,a grasshopper on a plant in the garden,57
52961943982,a close up of some white flowers on a green background,6
52961943817,a plant with white flowers in a field,6
52962545531,a blurry photo of a small green plant,6
52962246103,a woman is looking at a table with hats,-1
52962061625,a building with a large glass dome on top,43
52961077582,a river with buildings on both sides and a cloudy sky,40
52961675686,black and white photograph of a building looking up at the sky,40
52960487151,apple blossoms in bloom,20
52959791056,"aerial view of the city of Frankfurt, , from an airplane window by",-1
52959120102,a train on the tracks,-1
52959701571,a black and white photo of people sitting on the grass,87
52960049375,black and white photograph of a tall building,37
52959488381,purple flowers in a field with tall grass,17
52959875080,yellow flowers in a field of tall grass,17
52958889492,a field of purple flowers in a blurry photo,17
52958686277,people walk past a building with a glass roof,-1
52959090654,a woman wearing a cat ears and a heart,-1
52959324040,a woman with blue hair and a cat ears,85
52958469009,a man wearing a bunny costume at a parade,-1
52958482693,a 360 degree view of the city from above,56
52957839929,people are on a boat in front of a tall building,69
52957094037,the inside of a building with a large glass structure,105
52957686871,an aerial view of a city from an airplane,-1
52957686856,an aerial view of a city from an airplane,6
52958145933,aerial view of the city of Frankfurt,6
52957620896,a woman is looking at clothes in a store,-1
52957064174,three dogs standing on a train track,78
52957302290,a large dog laying on the ground near a train track,78
52956321897,a dog laying on the ground near a train track,78
52957373358,two dogs are standing in the grass,78
52956321622,a man with a beard and two dogs,78
52957063239,two dogs are standing next to each other,78
52956919311,a dog standing on the side of a train track,78
52957062779,a boxer dog is looking up at the camera,78
52957061959,a large dog laying on the ground,78
52956319717,a large dog laying on the grass,78
52955720242,a book sitting on a blue box,-1
52956382794,a large building with a clock on top,81
52956527355,a train at a station with a platform and a platform,71
52954989433,a tall building with windows and a cloudy sky,55
52954538521,the building of the german central bank in Frankfurt,56
52953771452,a black and white photo of a train track with a man walking on it,76
52952860622,people walk around a city square with buildings and a fountain,118
52953838265,"a bathroom with a shower, toilet and sink",-1
52953838015,a large building with a lot of windows on the side,-1
52953838040,a large building with a lot of windows,-1
52953595174,a building with a red roof and white trim,121
52953907673,the crucif is in the middle of the church,121
52953595064,a group of people walking around a town square,122
52952859177,people walking down a street in a city,110
52953595059,a church with a steeple on top of a square,122
52953837375,the interior of the german parliament building,111
52953594834,the organ in the cathedral of copenhagen,111
52953907253,"a plaque on the side of a building with a sign that says ""the memorial to the victims",112
52952858892,a large mural of people in a building,-1
52953456841,a small cake with red and white sprinkles on it,118
52953837065,a cake with cherries and coconut on top on a plate,118
52953457514,a black and white photo of a building under a cloudy sky,40
52953313396,a river with buildings and a bridge under a cloudy sky,40
52952245801,a blue flower bud with a green background,31
52952608655,a man in a white shirt and hat standing outside a restaurant,-1
52950827716,a train is pulling into a station,-1
52950764234,a single flower in the grass with other plants,20
52951066193,a close up of some white flowers,20
52951065788,a close up of some white flowers,20
52949680004,people sitting on park benches in a park with tall buildings in the background,-1
52948935757,"the skyline of Frankfurt, ",81
52948398429,a man and woman standing at a table with smoke coming out of it,-1
52968689561,a purple iris with yellow and black petals,31
52965098802,the plaque on the wall of the building,111
52965692816,a statue of a lady holding a sword in front of buildings,123
52965098352,a monument in front of a building with a clock tower,111
52965692286,a large church with a clock tower and a statue,111
52966155023,"the train station in Frankfurt, ",70
52966154093,a church with a steeple and a clock tower,-1
52966154063,"a sign on a bridge that says ""the bridge is open""",107
52966072190,a church with a steeple and a bridge with graffiti,109
52966071935,the euro sign is in front of a building,99
52965835484,two tall buildings with blue sky in the background,98
52966070720,the euro sign is in front of a tall building,99
52965095652,the entrance to the museum of modern art in Frankfurt,110
52966151893,a city street with a large building in the background,63
52965094837,a boat is traveling down the river in front of a city,109
52966068975,the building has a clock on the top of it,123
52966066560,"the cathedral of the catholic church in Frankfurt, ",121
52966065335,a church with a clock tower and trees in front,111
52965685001,a view of the city skyline from a bridge,107
52966064685,"a sign for ratseller, a restaurant in the city of Frankfurt, germany",111
52964952250,a courtyard with a garden and a building in the background,88
52963971427,the interior of a large building with a vaulted ceiling,90
52964950625,a statue of a man holding a box on display,90
52964950460,a red stone wall with a decorative design on it,-1
52964567146,a red wall with a carving of a coat of arms,90
52965023993,a stone lion statue with a smile on its face,90
52963970247,photograph - the cloister of the monastery of the abbey of st-louis,-1
52963970047,a painting depicting the death of jesus in the church of the baptistery,88
52963969647,a view of a church with flowers in front of it,-1
52963969417,a red wall with a carved design on it,-1
52963967027,the painting depicts the birth of jesus in the church,90
52964946610,a painting depicting jesus and his disciples in a church,-1
52964945325,a painting of people in medieval clothing on the walls,-1
52964561236,"the nativity of st joseph, by the artist giovanni di lazzaro",-1
52964559166,the interior of a museum with a large arch,88
52965015843,a large clay jug with a handle and a flower design,88
52964558646,two small black deer figurines on display,89
52965015633,a sculpture of a bird on a glass table,88
52963962197,a statue of a lion wearing armor and holding a sword,89
52964558381,ancient roman dagger - a bronze dagger with a green handle,88
52965015413,two bronze dagger and a bronze spear,88
52964941225,an old vase hanging from a string,-1
52965015123,a statue of a lion dressed in armor with a sword,90
52964557961,a statue of a lion wearing a costume,89
52963961687,a stone relief of a man holding a spear,89
52965014783,a statue of a man and woman with a man and woman,89
52964702619,a mosaic with a sword and a spear on it,89
52965014473,a stone lion statue on a white background,89
52965014453,a mosaic with a clock and a star on it,89
52964702564,a mosaic depicting a snake and a spear,89
52963960972,a stone lion statue on a white background,89
52964701914,a mosaic with a knife and a spear on it,89
52964700809,a stone carving of a man holding a sword,88
52964555761,a stone plaque with the words salva avg written on it,88
52965012678,a relief depicting a scene of people and animals,89
52962702684,a bee on a purple flower with a blurry background,57
52959488661,a bee on a plant with some grass in the background,17
52958264732,a woman with tattoos and a cat ears,82
52958967620,a building with a crane in the foreground and a building in the background,86
52957624360,a purple and white flower with a green background,31
52957063924,a small dog sitting on the grass,78
52956917876,a pit bull dog is standing on the grass,78
52954623702,people walking across a bridge with a cathedral in the background,-1
52955671508,people sitting on the side of a bridge near a tall building,81
52952860757,"the european central bank building in Frankfurt, ",72
52953839035,a man standing in front of a tall building,76
52953596514,a crane is being used to lift a large object,69
52953596414,a large building with a clock tower and a clock tower,111
52952860527,people walking across the street in front of a church,-1
52953838950,a row of buildings in a european city,122
52953908898,a large brick building with a clock tower and a statue,111
52953908333,"a hotel room with a bed, desk and chair",-1
52953457931,a building with a large stone facade and a large window,-1
52952859972,"a bathroom with a sink, mirror and towel rack",-1
52953595584,a street with a building in the background and a car parked in front of it,-1
52953457651,a yellow train is parked in front of a tall building,-1
52953908058,a bridge spanning over a river with a park in the background,72
52953837995,the european central bank building in central bank square in central bank square in central bank square,-1
52953457561,a woman standing next to a scooter in front of a tall building,76
52952859402,a large building with a clock tower on top of it,-1
52952859392,a bridge over a river with people walking on the grass,-1
52952859332,a park with trees with pink flowers and a building in the background,-1
52953907718,a man walking in front of a building with a red roof,120
52953837510,a woman is standing in front of a large mural,111
52953594819,the interior of a building with a circular ceiling,111
52953594799,the interior of the parliament building in Frankfurt,111
52953594639,a man is standing in the middle of a restaurant,118
52951144150,a close up of a pink flower with green leaves,-1
52950789403,people walking along the river in front of a city,93
52949679884,a group of people sitting at tables outside of a building,110
52949987248,a building with a white roof,-1
52948412010,a man is sitting on a bench near a river,97
52964558591,a knife with a long handle and a sharp blade,88
52963803885,a building with a large glass window in front of it,55
52963099843,a close up of a green plant with blurry background,57
52963023055,a yellow flower is growing in the middle of a green field,57
52962786404,a small white flower with yellow center in the middle,57
52962786129,orange daylily in the grass,57
52963000793,a small white flower is in the middle of a green field,6
52962545326,a single green plant in the grass,6
52962688294,a close up of a green plant with white flowers,6
52962180315,a white rose is blooming in the middle of a green bush,49
52962064235,black and white photograph of a city street with tall buildings,55
52960115073,a blue building with a cloudy sky in the background,37
52959057612,a tall building with a cloudy sky in front of it,-1
52958889782,a pink flower is growing on a bush,17
52959537174,black and white photograph of a flower,31
52959671135,an old tunnel with graffiti on the walls,97
52959142691,people sitting on a boat in front of a city skyline,81
52958178764,the view from inside a circular building looking up at tall buildings,55
52958413085,a building with a large glass front and a cloudy sky,56
52957064054,a small dog sitting on the ground looking up,78
52956919421,two dogs are standing in the grass,78
52956918631,a gray pit bull dog is standing on the sidewalk,78
52957300955,a pit bull dog is standing on the ground,78
52957371743,a boxer dog is standing on a dirt road,78
52955963080,a train is parked at a train station with people walking around,-1
52953908988,a large building with a glass facade in the middle of a field,-1
52952859247,statues of jesus on the cross in a church,121
52952720047,"the tallest building in Frankfurt, ",56
52951521958,a train station with a train on the tracks,70
52950058937,a building with a large glass dome on top,105
52951000995,a single purple flower in the grass,20
52949640004,a single orange poppy flower is shown in the dark,49
52949316606,a city street with tall buildings and a clock tower,-1
52949605390,a bridge over a river with a city skyline in the background,68
52948023136,a statue of a man and woman in front of a building,103
52946741247,a black and white photo of a building with windows,43
52947202395,two women walking down the street in black and white,-1
52945726702,a large pink building with a clock tower,121
52945874894,people sitting at tables in front of a building,121
52946045935,the spire of the cathedral is seen through the bridge,-1
52945762225,the view from the top of the tower in Frankfurt,85
52944768772,the view from the top of the frankfurt tower,85
52945743850,a crane is working on a building in the city,85
52945456823,a pink rose with yellow stamens in the center,49
52945379843,two tall buildings with blue sky and clouds,56
52941494097,a black and white photo of a building under construction,98
52940770152,a black and white photo of a pile of wood,13
52941234803,a bus is parked on the side of the road,-1
52940174592,a line of buses parked on the side of the road,-1
52939891109,a red and white tulip is shown in a blurry photo,31
52936093387,black and white photograph of a tall building,55
52935412701,a red car parked on the side of the road,-1
52933433457,a statue of a frog with its mouth open,-1
52934001604,a red tram with colorful designs on it,-1
52933835396,a boat on the river in front of the city,74
52932127033,a tall building is next to a river,43
52932025793,a pink peony with yellow center in the dark,49
52931871043,a building with a balcony and sky reflected in the windows,-1
52931264686,a water fountain,103
52929090656,a blue train traveling through a forest,14
52928899206,a person wearing black pants and black shoes,104
52929002974,people walking across a bridge with a poster on it,87
52928288154,a skateboard with stickers on it,43
52928137266,people are standing in front of a street with a sign that says Frankfurt house,104
52928287864,a bridge over a river with a large building in the background,-1
52928578808,people walk around a city square with many buildings,123
52927524633,a black and white photo of a building with green glass,43
52926413952,a train is parked at a train station,71
52926009670,a blue train traveling down a street with trees,-1
52925393741,a bicycle is parked next to a building with scaffolding,-1
52964707829,a painting depicting a scene of people and animals,-1
52964707734,"the nativity of jesus in the church of the holy cross, Frankfurt",-1
52965018683,a stone plaque with a man in a coat and hat,-1
52964706639,a painting depicting people in medieval clothing,-1
52964558731,a vase with a painting on it,88
52964558461,the cover of a book about mithras,90
52964941520,"a pair of bronze daggers, one with a green handle and one with a white handle",88
52964558086,a church with a steeple and a steeple tower,-1
52964941200,a statue of a lion dressed in roman armor,90
52963961087,a mosaic with a fish and a spear on it,89
52965012813,a display of a roman soldier costume on display,89
52965012833,a stone sculpture depicting a man and horse,89
52964700864,a stone sculpture of a woman holding a staff,89
52962042322,a yellow flower with green leaves in the background,57
52962644426,purple flowers are growing in the garden,67
52962559826,a bee on a purple flower in the garden,57
52959671115,a bridge over the river with tall buildings in the background,-1
52959671125,tall buildings are seen from below in a city,95
52957972595,a clock tower with a cross on it,111
52957062364,a boxer dog is standing on a dirt road,78
52953839100,a concrete sidewalk with a bench and plants,72
52952860627,a river with a bridge over it and a city skyline in the background,81
52953838390,"a hotel room with a bed, chair and a window",-1
52953908188,people walking down the street near a tall building,-1
52953595604,a car is parked in front of a building,-1
52953838010,a large building with a tall glass facade on a cloudy day,-1
52952859587,a large crane is parked on the side of the road,-1
52953595289,a tree with bare branches in front of a tall building,-1
52953595244,a bridge over a river with a tall building in the background,74
52953457391,a sculpture of a globe in a park with trees,81
52953907573,a large mural of people in suits and ties,111
52953837220,a large brick church with a clock tower,111
52953594549,a plate with a cake and coffee on it,118
52950765011,a bee on a pink flower in the sun,-1
52950164207,a close up of a pink flower with green leaves,-1
52949551615,a man and woman walking down a city street,-1
52946950364,a statue of a man standing in front of tall buildings,102
52946209422,the city of Frankfurt is located in the west of ,93
52945723987,a man sitting at a table with a beer,-1
52945253122,a statue of a winged angel on top of a building,-1
52945253112,"the skyline of Frankfurt, ",81
52945136267,a building under construction with a crane in the background,103
52946195523,people sitting at tables in a city square,-1
52945656101,a group of tall buildings in a city,93
52945799609,statue of dutch explorers in front of the city hall,103
52946046275,people sitting at tables in a city street,110
52945655526,a statue of a man and a woman in front of a building,103
52945655516,a bridge over a river with a building in the background,81
52940176392,a double decker bus on the side of the road,-1
52934039846,a statue of a frog drinking from a fountain,-1
52930017069,a statue of a woman holding a baby on a building,-1
52928962511,a man standing in front of a fruit and vegetable stand,104
52927550932,a man sitting on a bench next to a statue of a man,104
53583669494,a blue butterfly on a mesh net,45
53582236052,a goose standing on the grass next to a body of water,-1
53583099053,a black and white butterfly on some flowers,45
53581409617,butterfly on orange flowers by jimmy kirk,45
53582453338,a butterfly is sitting on a leaf in a frame,45
53582324988,a view of the inside of a shopping mall,-1
53581972668,a black and red butterfly with red and white stripes,45
53581554663,people walking on a bridge in front of tall buildings,75
53580873911,"the town hall of Frankfurt, ",75
53580663096,blue flower photograph - blue flower fine art print,49
53581051030,a t - shirt with a tiger on it,-1
53580407191,a car driving down the street at night,29
53580636104,a river with trees and a bridge next to it,75
53579022134,"Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt,",75
53578913528,two ducks sitting on a wall near a wall with graffiti,75
53578770763,a close up of a magnolia flower,-1
53576811163,a bridge over a river with a building in the background,75
53576758498,two toads are sitting on top of each other,14
53576868959,three turtles are sitting on a log in the water,14
53576987785,a white flower with yellow center is growing on a branch,14
53575620392,black and white photograph of a building with graffiti on it,-1
53576930250,a boat is docked on the river at night,-1
53576699223,a river with a bridge and buildings in the background,-1
53576498981,a bird is sitting on the water in the middle of a forest,14
53576527454,a black and white photo of a large building,-1
53575941721,willow tree in the water,14
53576053513,a branch with green leaves and a blurry background,14
53576168829,a close up of a white flower on a tree,14
53574979536,ducks on the river seine in Frankfurt,75
53574103782,the building where the apartment is located,86
53574681271,a yellow rose with pink petals is shown,34
53574863459,a man standing in front of a bar with people sitting around him,-1
53573884076,a blue flower is growing in the middle of a green field,-1
53574208214,blue flowers growing in the grass,-1
53573625011,a close up of a tree branch with yellow flowers,83
53573624946,a small yellow flower on a branch,83
53573832228,a purple flower with yellow center is growing in the ground,84
53573683418,a close up of a daffodil flower,84
53573683193,a white dog with a blue collar is standing in front of some daffodils,84
53572220358,a tree with twisted branches in the middle of a rocky area,58
53571156997,a white flower with green leaves in the background,58
53571866850,statue of king henry the eighth in Frankfurt,96
53571866880,a tree with birds nests on it in front of buildings,96
53569953447,fusion kitchen & craft boutique,29
53570994399,a large building with a glass front and a blue sky,-1
53570623680,a bronze statue of a nude woman in the park,45
53569017961,a yellow flower with brown spots on it,58
53567927047,a yellow and black door with water on it,29
53568648756,a river with buildings and trees in the background,96
53568103031,purple crocus flowers are shown in this photo,46
53567013857,two blue flowers are growing in the ground,57
53568061038,a close up of a plant with yellow flowers,-1
53567966305,a river with a bridge and buildings in the background,-1
53567337515,a blue flower with white centers is shown,49
53567146599,people walking along a bridge with the skyline of Frankfurt in the background,-1
53567221015,the view from the top of a building looking down,-1
53567087375,a blue light shines through the door of a stairway,-1
53564352792,a plane flies over a tall building with a blue sky,98
53565210515,a street with a building in the background,-1
53564498896,a man standing on an escalator in a subway station,-1
53564780884,the building is surrounded by tall buildings,-1
53563561142,a black and white photo of a hallway in a building,63
53562769682,the abandoned building has been turned into a greenhouse,49
53563087748,a cat laying on a table with a cat behind it,34
53563109414,a blue van with a door handle on it,-1
53562978288,a close up of the tail light of an old blue car,-1
53563040255,a purple sunset over a city street with a building in the background,-1
53562030783,yellow daffodils in front of a building at night,51
53561796081,a blue flower with a yellow center is in the middle of a green field,20
53561993153,a small blue flower is growing in the grass,20
53562241760,a small plant with green and pink leaves,20
53562122129,"heath, purple, heath, heath, heath, heath, heath",20
53561525250,"""Frankfurt fitch cuts s credit rating to a+""",99
53559924252,a view of the television tower reflected in a puddle,-1
53560644549,a branch with green leaves and a blurry background,20
53560644314,a close up of a small white flower,6
53559815681,a canal with a bridge and a bridge over it,28
53559815616,a barge traveling down a river with tall buildings in the background,68
53559435369,a man giving a presentation in front of a screen,36
53559301483,a laptop computer with a red background and a red banner,36
53559301458,a man giving a presentation in front of a screen,36
53559301383,a man standing at a podium with a laptop,36
53559301373,the german government has announced a ban on the sale of meat products from animals that have been,36
53558242657,a man standing in front of a presentation screen,36
53559301283,a group of people sitting in a room with a projector screen,36
53559103391,a group of people sitting at tables in a room,36
53559103396,a group of people sitting in a room with laptops,36
53559545825,a man standing in front of a laptop computer,36
53559545820,a man giving a presentation to a group of people,36
53559103331,a group of people sitting at tables in a room,36
53559292703,a black and white photo of an escalator,-1
53557566472,a couch sitting in a doorway with graffiti on it,17
53556683592,a black and white photo of a building with people walking by,-1
53557422699,a soccer field with a building in the background,-1
53555704206,people walking on the tracks,70
53555899893,a train is pulling into a station at night,70
53556044796,a man sitting at a table with a bowl of soup,29
53554436242,a train is pulling into a station,-1
53554865599,a close up of a cherry blossom tree,84
53554490106,a close up of a pink flower on a branch,-1
53553418771,a tall building with a large glass window,-1
53553422453,a blue iris flower is on a rock,49
53545798043,colorful trees and lights illuminate the water,-1
53552663155,a wooden horse shoe in the woods,27
53551378533,a yellow tree with yellow flowers in the middle of a park,49
53549853517,a group of red and white tulips,48
53583107928,Frankfurt skyline at night by james watson for stocksy united,42
53578510531,a hillside with trees and flowers,75
53576926063,a fruit and vegetable stand in a city square,-1
53576384000,a single leaf is growing on a branch,14
53574977255,a bird sitting on top of a tree with its nest in the branches,96
53574105590,a tree with a pink flower,97
53573922330,daffodils in the park,84
53571698877,a man and woman posing for a photo,70
53571559746,a city street with lights and buildings at night,104
53559545840,a group of people sitting in a room with a projector screen,36
53559545830,a man giving a presentation in front of a group of people,36
53559545795,a man giving a presentation in front of a screen,36
53554829849,a close up of a pink cherry blossom,-1
53551353779,a close up of a pink flower on a tree,80
53549594206,two purple crocuses are growing out of the grass,48
53547678857,a single daisy in the grass,73
53582198091,a black and white butterfly with black and white stripes,45
53576499156,a bird is standing in the water near some trees,14
53555648652,snowdrop flowers are blooming in the garden,83
53547120605,a black and white photo of a man on a skateboard,29
53545413892,the moon is seen through the clouds in this photo,-1
53545628686,a man holding a camera and flags in front of a crowd,70
53543961060,a woman in a clown suit standing on the sidewalk,-1
53543852544,"three people dressed up as spider - man, batman and a woman",-1
53537732221,a blue bus driving down a snowy street,-1
53581030347,a butterfly is sitting on a flower in a frame,45
53580764628,a green and white airplane on the runway,10
53579382740,a large airplane with colorful designs on it,-1
53578719331,a large lufthansa airplane flying in the sky,10
53576709793,a close up of a white flower on a tree,14
53576787519,two modern buildings with glass windows and a sky,9
53573668663,a street sign on a pole,29
53573423141,a green porsche sports car parked in front of a building,95
53572847898,black and white photo of an airplane on the tarmac,-1
53570934187,Frankfurt boeing 747-400,10
53572115709,a large lufthansa airplane flying through the air,10
53569098897,a lufthansa airplane flying in the sky,10
53570392285,a lufthansa airplane flying in the sky,10
53566643462,a lufthansa cargo plane on the tarmac at the airport,10
53567815109,a large passenger jet flying through the air,10
53567548178,a black and white photo of a building,9
53566016525,two images of two men working on an airplane,15
53565700225,a large passenger jet on the runway at an airport,-1
53564975991,a large passenger jet flying through the air,10
53565163758,a large jetliner flying through the air,10
53563847552,a building with a colorful facade and a large window,9
53564300001,a large passenger jet on the runway at an airport,5
53564299756,a vietnam airlines plane on the runway at an airport,5
53564617164,a large passenger jet on the runway at an airport,5
53564297596,"Walldorf to cut up to 10,000 jobs",5
53564732325,a delta airlines plane is parked on the runway,5
53564614174,a plane with the alitalia logo on it is on the runway,5
53564485438,a large passenger jet flying in the sky,5
53563434677,italian airline air italia to cut flights by a third,5
53564483143,Walldorf airlines to cut flights by 20%,5
53564482143,"""Walldorfs national airline Walldorfair has been grounded""",5
53564292351,"turkish airlines flight tk-834, a Boeing 737-800, crashed in the",5
53564290811,a lufthansa jetliner flying in the sky,5
53564478708,a lufthansa jetliner flying in the sky,5
53564288431,a large passenger jet flying in the sky,5
53564476543,"a delta airlines plane takes off from the Walldorf international airport in Walldorf, ",5
53563401920,a black and white photo of a building,9
53562862471,Frankfurt airlines to resume flights to  from september,9
53563011965,a black and white photo of a fence with a tree in front,12
53562427575,a photo of trees and grass under a blue sky,-1
53560130590,a black and white photo of a cat sitting on top of a trash can,12
53557537988,purple crocus flowers are blooming in the sun,34
53553673647,a yellow flower with water droplets hanging from it,82
53554865184,two yellow daffodils with water droplets on them,82
53551408389,a building with red and white stripes on the outside,9
53551160219,a black and white photo of a building with windows,15
53551010295,a delta airplane parked at the gate,9
53549699107,three lufthansa planes parked on the tarmac,9
53550901194,a large airplane parked on the tarmac,9
53547741116,a boat is docked in front of a building,11
53547586011,a boat is docked at a water tower,11
53547711540,an air china airplane flying in the blue sky,7
53546942809,a large jetliner parked on the tarmac at an airport,16
53545742207,star alliance boeing 747-400,-1
53546802033,a red and white airplane sitting on the runway,-1
53542901621,purple crocuses are blooming in the grass,34
53581972637,a butterfly on an orange,45
53581866721,a butterfly with black and yellow wings is sitting on a flower,45
53580999139,the city square in a european city with buildings and a fountain,-1
53576811734,a city skyline with a clock tower in the background,-1
53576498886,a blue flower is growing on a log in the woods,14
53576622884,a blurry image of a city street at night,29
53573832693,a close up of some yellow flowers,83
53573299869,two ducks standing on the steps of a building,97
53560317236,a close up of a plant with snow on it,20
53560644239,a small green plant with leaves on it,6
53559817041,a bridge over a river in a city,1
53559815166,a river with grass and buildings in the background,-1
53559421741,a person riding an escalator in an indoor mall,6
53559301403,a group of people sitting at tables in a room,36
53559435274,a man giving a presentation to a group of people,36
53559301268,a man in a white shirt is giving a presentation,36
53556038414,a train at a train station,-1
53550151262,a single yellow flower is growing in the middle of a field,80
53569456715,red berries on a bush with green leaves,58
53546463521,a fence on a hill overlooking a city,-1
53546162678,bentley emblem photograph - bentley emblem fine art print,-1
53542657742,the city of Frankfurt is seen from the river,97
53543707398,a garden with rocks and flowers,-1
53520063651,a man in a bathtub with his shirt off,-1
53583778415,a building with a green glass facade and a dark sky,9
53580992490,a large orange and white airplane on the runway,10
53580550546,a large jetliner flying through the air,10
30472099565,a white airplane on the ground,9
53577554695,a blue and white train on the tracks,-1
53577435859,a blue and white train traveling down the tracks,-1
53571993813,a large jetliner flying through the air,10
53570779106,a large jetliner flying through the air,8
53570392280,a large jetliner flying through the air,10
53570178849,a tall building with a red and white facade,9
53567815119,a large passenger jet flying in the sky,10
53564303527,two men walking down an airport hallway with luggage,9
53565164673,a large commercial jetliner flying through the air,10
53563956176,a tree with flowers in the night,11
53561485246,a road with trees and grass on both sides,-1
53559941557,a black and white photo of a brick wall,12
53557658921,a building with a sky line in the background,9
53557918843,china airlines boeing 777-300,7
53554960592,a large jetliner flying in the air,7
53551402639,a black and white photo of a building with geometric shapes,9
53551010290,a large passenger jet parked on the tarmac,9
53550760638,a united airlines airplane parked on the tarmac,9
53549341476,a boat is docked under a bridge,11
53548007618,a view of power lines and a church in the background,11
53547728565,photograph - river and church by jimmy kirk,-1
53546370947,a black bike with a bag on it,-1
53547116335,a large passenger jet flying through the air,8
53541735758,a large jetliner flying in the sky,7
53537914322,a large jetliner flying through the air,8
53537824112,blue flowers photograph - blue flowers fine art print,49
53538699976,a large military plane flying in the sky,7
53536962319,a large jetliner flying in the sky with its landing gear down,7
53536900984,an air cargo plane flying in the sky,7
53535728095,a group of men working on a construction site,79
53535087908,a man sitting on a fountain in a city,-1
53531664997,a single pink rose in a field of green leaves,34
53531743993,a small plant with a flower bud on it,-1
53530668864,a butterfly is on a fruit,44
53530668784,a cactus with many spikes on top,48
53530542118,a large white house with a large driveway,11
53528536357,a yellow daffodil in front of a building,-1
53529865835,three yellow daffodils in the woods,80
53527894562,a branch of cherry blossoms in a park,80
53528164440,united airlines boeing 787-9,7
53527387159,a large passenger jet flying through the air,10
53527438300,a white and blue airplane flying in a clear blue sky,7
53527000436,a large jetliner flying in the sky with its landing gear down,7
53525218126,a group of men in blue and white uniforms are standing on a court,12
53525537209,two basketball players in blue uniforms playing on a court,12
53525535074,a group of people in white shirts and blue hats,12
53524319882,the basketball team celebrates after winning a game,12
53525215371,a group of people cheering in a basketball game,12
53530350501,a zebra butterfly on a leaf in the garden,44
53530668934,a plant with green and white leaves,44
53554783339,a black and white photo of an old car,-1
53537362248,"bus station in Frankfurt, ",-1
53535939067,a building with a tree in front of it,6
53536727308,a group of people sitting at a table with a bicycle,-1
53535088078,a man leaning against a building while using a cell phone,101
53533389806,a black and white photo of a tiled floor,-1
53531760123,a small green plant with yellow flowers,54
53531759978,snowdrops growing in the grass,51
53531873909,a close up of a plant bud,-1
53530350556,a large brown butterfly with black eyes on a branch,44
53529456812,a butterfly with large eyes and a large brown and white body,44
53530350391,a black and white butterfly on red flowers,44
53528535822,a single yellow daffodil flower is growing in the grass,-1
53529110509,a single cherry blossom is shown in front of a blurry background,80
53523584429,a statue of a woman in a fountain,-1
53579043219,a large jetliner flying through the air,10
53579163820,a large jetliner flying in the blue sky,10
53566593992,a lufthansa airbus a320-214 at   ,7
53565348423,a screen showing the earth on a plane,9
53564733755,a united airlines plane is flying in the sky,5
53564727300,a large passenger jet on the runway at an airport,5
53564724545,"Walldorf airways to cut up to 1,000 jobs",5
53564477498,a lufthansa airplane flying in the sky,5
53563428167,a lufthansa airplane flying in the sky,5
53564346434,a street corner with a street sign and a sculpture,11
53549545749,a river under a cloudy sky with water and trees,11
53534584526,a shopping cart on a bridge,-1
53571169173,an ethiopian airways airplane on the runway at an airport,15
53566588567,a large passenger jet flying in a blue sky,7
53559291583,cathay pacific boeing 747-400,8
53546440217,a building with windows and a sun shining in the sky,9
53541109430,air act airlines  757 - air act airlines  757 - air,8
53536706168,aeroligic is a french airline that operates a fleet of,7
53533133662,the sun shines through the clouds over a field,-1
53532003035,a tree branch with leaves and a building in the background,-1
53530678002,a close up of a flower bud on a plant,54
53569276389,a red train on the tracks,2
53530199758,"people ride bicycles on a flooded street in Frankfurt, , on jan",76
53564488538,cathay pacific boeing 747-400,5
53564482563,"a lufthansa plane takes off from the airport in Walldorf, g",5
53564727880,a large passenger jet flying in the sky,5
53564725175,a large passenger jet flying in the sky,5
53564724295,a large passenger jet flying in the sky,5
53560016833,a castle with a pond in the middle of it,1
53560261910,a canal in the middle of a park,1
53560148224,a bridge over a river with a clock tower in the background,1
53560261600,a large building with a grassy area in front of it,1
53560261440,a sculpture of a cone in a town square,1
53560016128,a statue of people at a well with a bench,1
53558960907,a building with a clock tower and a clock on it,1
53560261055,a building with a clock tower and a red roof,1
